2.1 Organization Name,2.2 Project Name,2.4 ProjectType,2.5 Utilization Tracking Method (Invalid),2.6 Federal Grant Programs,5.8 Personal ID,5.9 Household ID,3.15 Relationship to HoH,3.16 Client Location,CaseMembers,3.10 Enroll Date,3.11 Exit Date,3.12 Exit Destination,3.2 Social Security Quality,3.3 Birthdate Quality,Age at Enrollment,Current Age,3.4 Race,3.5 Ethnicity,3.6 Gender,3.7 Veteran Status,3.8 Disabling Condition at Entry,3.917 Living Situation,3.917b Stayed Less Than 7 Nights,3.917 Stayed Less Than 90 Days,"3.917b Stayed in Streets, ES or SH Night Before",3.917 Length of Stay,3.917 Homeless Start Date,Length of Time Homeless (3.917 Approximate Start),3.917 Times Homeless Last 3 Years,3.917 Total Months Homeless Last 3 Years,V5 Last Permanent Address,V5 State,V5 Zip,Municipality (City or County),Days Enrolled in Project,RRH In Permanent Housing,RRH Date Of Move-In,Days Enrolled Until RRH Date of Move-in,4.1 Housing Status,4.4 Covered by Health Insurance,4.11 Domestic Violence,4.11 Domestic Violence - Currently Fleeing DV?,4.11 Domestic Violence - When it Occurred,4.13 Engagement Date,Days Enrolled Until Engagement Date,4.24 Current Status (Retired Data Element),4.24 In School (Retired Data Element),4.24 Connected to McKinney Vento Liason (Retired),Household Type,Latitude,Longitude,R1 Referral Source,R2 Date Status Determined,R2 Enroll Status,R2 Runaway Youth,R2 Reason Why No Services Funded,R3 Sexual Orientation,R4 Last Grade Completed,R5 School Status,R6 Employed Status,R6 Why Not Employed,R6 Type of Employment,R6 Looking for Work,R7 General Health Status,R8 Dental Health Status,R9 Mental Health Status,R10 Pregnancy Status,R10 Pregnancy Due Date,Client Record Restricted,InfoReleaseNo,Information Release Status,4.12 Contact Services,Date of Last Contact (Beta),Date of First Contact (Beta),Count of Bed Nights (Housing Check-ins),Date of Last ES Stay (Beta),Date of First ES Stay (Beta),4.2 Income Total at Entry,4.02 Total Income at Annual Update,4.2 Income Total at Exit,4.3 Non-Cash Benefit Count,4.3 Non-Cash Benefit Count at Exit,CurrentDate,Barrier Count at Entry,Chronic Homeless Status,ProgramType,SOAR Eligibility Determination (Most Recent),SOAR Enrollment Determination (Most Recent),RRH | Most Recent Enrollment,Street Outreach | Most Recent Enrollment,Coordinated Entry | Most Recent Enrollment,Emergency Shelter | Most Recent Enrollment,Transitional Housing | Most Recent Enrollment,PSH | Most Recent Enrollment,Prevention | Most Recent Enrollment,Under 25 Years Old,ClientID,4.10 Alcohol Abuse (Substance Abuse),4.07 Chronic Health Condition,4.06 Developmental Disability,4.10 Drug Abuse (Substance Abuse),4.08 HIV/AIDS,4.09 Mental Health Problem,4.05 Physical Disability,CaseChildren,CaseAdults,Bed Nights During Report Period,Count of Bed Nights - Entire Episode,HEN-HP Referral Most Recent,HEN-RRH Referral Most Recent,WorkSource Referral Most Recent,YAHP Referral Most Recent,4.04.10 Other Public,4.04.10 State Funded,4.04.11 Indian Health Services (IHS),4.04.12 Other,4.04.3 Combined Childrens HealthInsurance/Medicaid,4.04.3 Medicaid,4.04.4 Medicare,4.04.5 State Children's health Insurance S-CHIP,4.04.6 Veteran's Administration Medical Services,4.04.8 Health Insurance obtained through COBRA,4.04.7 Private - Employer,4.04.9 Private,4.04.9 Private - Individual,4.2.3a Earned Income,4.2.4b Unemployment Insurance,4.2.5c Supplemental Security Income,4.2.6d Social Security Disability  Income,4.2.7e VA Disability Compensation,4.2.8f VA Disability Pension,4.2.9g Private Disability Income,4.2.10h Workers Compensation,4.2.11i TANF,4.2.12j General Assistance,4.2.13k Retirement (Social Security),4.2.14l Pension from a Former Job,4.2.15m Child Support,4.2.16n Alimony,4.2.17o Other Income,Chronic Homeless Status_vHMISDatAssessment,Chronic Homeless Status_EvaluatevHMIS&HMISDA
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,57529,125920,Self,Spokane City & County CoC,4,1/3/2020 12:00 AM,1/7/2020 12:00 AM,"Rental by client, no ongoing housing subsidy",Full SSN,Full DOB Reported,29,30,White,Non-Hispanic/Latino,Female,No,Yes,"Staying or living in a family member's room, apartment or house",,,,"90 days or more, but less than one year",1/3/2020 12:00 AM,4,One time,One month (this time is the first month),Full address reported,WA,99207,,4,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,4,1/6/2020 12:00 AM,1/3/2020 12:00 AM,1230,,1230,1,1,9/1/2020 12:20 PM,4,0,1,,,,,01/06/2020 - 01/08/2020: CC--CA-HFCA,01/03/2020 - 01/07/2020: FPS--ES--Open Doors,,,,No,1,,Chronic Health,Developmental Disability,Drug Abuse,,Mental Illness,,2,2,4,4,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,771,0,0,0,0,459,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,57530,125920,Daughter,,4,1/3/2020 12:00 AM,1/7/2020 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,5,5,Black or African American,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,4,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,No,Household with Adults and Children,,,,,,,,,Nursery School to 4th Grade,Attending school regularly,,,,,,,,,,True,500,Client may be seen by others,0,,,4,1/6/2020 12:00 AM,1/3/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,01/06/2020 - 01/08/2020: CC--CA-HFCA,01/03/2020 - 01/07/2020: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,2,4,4,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,58156,125920,Spouse,,4,1/3/2020 12:00 AM,1/7/2020 12:00 AM,"Rental by client, no ongoing housing subsidy",Full SSN,Full DOB Reported,44,45,Black or African American,Non-Hispanic/Latino,Male,No,No,"Staying or living in a family member's room, apartment or house",,,,"90 days or more, but less than one year",1/3/2020 12:00 AM,4,One time,One month (this time is the first month),,,,,4,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,4,1/6/2020 12:00 AM,1/3/2020 12:00 AM,600,,600,1,1,9/1/2020 12:20 PM,0,0,1,,,,,10/24/2017 - 03/19/2018: SNAP--CA--SHCA,01/03/2020 - 01/07/2020: FPS--ES--Open Doors,,,,No,1,,,,,,,,2,2,4,4,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,95991,125921,Self,Spokane City & County CoC,2,1/4/2020 12:00 AM,1/6/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,20,21,Black or African American,Non-Hispanic/Latino,Female,No,No,Place not meant for habitation,,,,"One week or more, but less than one month",8/16/2019 12:00 AM,143,Three times,More than 12 months,Incomplete or estimated address reported,WA,99201,,2,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,2,1/5/2020 12:00 AM,1/4/2020 12:00 AM,300,,324,1,1,9/1/2020 12:20 PM,0,0,1,,,,,02/10/2020 - Current: CC--CA-HFCA,01/04/2020 - 01/06/2020: FPS--ES--Open Doors,02/26/2020 - 06/03/2020: CC--TH--WA0109--SMS,,,Yes,1,,,,,,,,1,1,2,2,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,95992,125921,Son,,2,1/4/2020 12:00 AM,1/6/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Client Refused,Full DOB Reported,0,1,American Indian or Alaska Native,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,2,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,2,1/5/2020 12:00 AM,1/4/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,,,02/10/2020 - Current: CC--CA-HFCA,01/04/2020 - 01/06/2020: FPS--ES--Open Doors,02/26/2020 - 06/03/2020: CC--TH--WA0109--SMS,,,Yes,1,,,,,,,,1,1,2,2,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98303,125922,Self,Spokane City & County CoC,4,1/4/2020 12:00 AM,1/27/2020 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,32,33,Black or African American,Non-Hispanic/Latino,Female,No,No,Hotel or motel paid for without emergency shelter voucher,,,,One night or less,1/4/2020 12:00 AM,23,Two times,2,Full address reported,WA,99207,,23,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,17,1/26/2020 12:00 AM,1/4/2020 12:00 AM,1372,,1372,1,1,9/1/2020 12:20 PM,0,0,1,,,09/30/2019 - 10/30/2019: CC--RRH--WA0288--Rapid Rehousing,,01/15/2020 - 07/29/2020: CC--CA-HFCA,01/13/2020 - 01/14/2020: CC--ES--Warming Center,,,,No,1,,,,,,,,3,1,17,17,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,408,0,0,0,0,564,0,0,0,400,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98305,125922,Daughter,,4,1/4/2020 12:00 AM,1/30/2020 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,2,3,Black or African American,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,26,,,No Move-In Date,,Yes,,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,17,1/26/2020 12:00 AM,1/4/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,09/30/2019 - 10/30/2019: CC--RRH--WA0288--Rapid Rehousing,,01/15/2020 - 07/29/2020: CC--CA-HFCA,01/13/2020 - 01/14/2020: CC--ES--Warming Center,,,,Yes,1,,,,,,,,3,1,17,17,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98306,125922,Son,,4,1/4/2020 12:00 AM,1/27/2020 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,7,7,Black or African American,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,23,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,No,Household with Adults and Children,,,,,,,,,Nursery School to 4th Grade,Attending school irregularly,,,,,,,,,,True,500,Client may be seen by others,0,,,17,1/26/2020 12:00 AM,1/4/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,09/30/2019 - 10/30/2019: CC--RRH--WA0288--Rapid Rehousing,,01/15/2020 - 07/29/2020: CC--CA-HFCA,01/13/2020 - 01/14/2020: CC--ES--Warming Center,,,,Yes,1,,,,,,,,3,1,17,17,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98304,125922,Son,,4,1/4/2020 12:00 AM,1/27/2020 12:00 AM,"Rental by client, no ongoing housing subsidy",Client Refused,Full DOB Reported,9,10,Black or African American,Non-Hispanic/Latino,Male,,Yes,,,,,,,,,,,,,,23,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,No,Household with Adults and Children,,,,,,,,,Nursery School to 4th Grade,Attending school irregularly,,,,,,,,,,True,500,Client may be seen by others,0,,,17,1/26/2020 12:00 AM,1/4/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,1,0,1,,,09/30/2019 - 10/30/2019: CC--RRH--WA0288--Rapid Rehousing,,01/15/2020 - 07/29/2020: CC--CA-HFCA,01/13/2020 - 01/14/2020: CC--ES--Warming Center,,,,Yes,1,,,Developmental Disability,,,,,3,1,17,17,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98307,125923,Self,Spokane City & County CoC,2,1/4/2020 12:00 AM,1/8/2020 12:00 AM,"Rental by client, no ongoing housing subsidy",Approximate or partial SSN reported,Full DOB Reported,34,34,White,Non-Hispanic/Latino,Female,No,Yes,Substance abuse treatment facility or detox center,,,,Two to six nights,10/1/2019 12:00 AM,99,Two times,More than 12 months,Full address reported,WA,99336,,4,,,No Move-In Date,Category 1 - Homeless,Yes,Yes,No,Six months to one year ago (excluding one year exactly),,No Engagement Date,,,,Household without Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,4,1/7/2020 12:00 AM,1/4/2020 12:00 AM,,,,1,1,9/1/2020 12:20 PM,4,0,1,,,,,,01/04/2020 - 01/08/2020: FPS--ES--Open Doors,,,,No,1,,,Developmental Disability,Drug Abuse,,Mental Illness,Physical Disability,0,2,4,4,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98308,125923,Significant Other (Non-Married),,2,1/4/2020 12:00 AM,1/8/2020 12:00 AM,"Rental by client, no ongoing housing subsidy",Approximate or partial SSN reported,Full DOB Reported,36,36,White,Non-Hispanic/Latino,Male,No,No,Place not meant for habitation,,,,Two to six nights,10/1/2019 12:00 AM,99,Two times,More than 12 months,,,,,4,,,No Move-In Date,Category 1 - Homeless,No,No,,,,No Engagement Date,,,,Household without Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,4,1/7/2020 12:00 AM,1/4/2020 12:00 AM,1600,,1600,1,1,9/1/2020 12:20 PM,0,0,1,,,,,,01/04/2020 - 01/08/2020: FPS--ES--Open Doors,,,,No,1,,,,,,,,0,2,4,4,,,,,,,,,,,,,,,,,,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,92137,126160,Son,,3,1/8/2020 12:00 AM,7/14/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Client Refused,Full DOB Reported,16,17,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,188,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,Client doesn't know,Household with Adults and Children,,,,,,,,,11th Grade,Client doesn’t know,,,,,,,,,,False,500,Client may be seen by others,2,5/5/2020 12:00 AM,4/16/2020 12:00 AM,181,7/13/2020 12:00 AM,1/8/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,06/09/2020 - Current: CC Partnership--RRH--Rehousing (ESG),06/06/2019 - 10/20/2019: VOA--SSO--Youthreach,05/18/2020 - Current: CC--CA-HFCA,01/08/2020 - 07/14/2020: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,1,181,181,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98430,126160,Self,Spokane City & County CoC,3,1/8/2020 12:00 AM,7/14/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Client Refused,Full DOB Reported,36,36,White,Non-Hispanic/Latino,Female,No,Yes,"Staying or living in a family member's room, apartment or house",,,,Two to six nights,12/30/2019 12:00 AM,197,Three times,More than 12 months,Full address reported,WA,99201,,188,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,22,6/22/2020 12:00 AM,2/10/2020 12:00 AM,186,7/13/2020 12:00 AM,1/8/2020 12:00 AM,400,,530,1,1,9/1/2020 12:20 PM,0,0,1,,,06/09/2020 - Current: CC Partnership--RRH--Rehousing (ESG),,05/18/2020 - Current: CC--CA-HFCA,01/08/2020 - 07/14/2020: FPS--ES--Open Doors,,,,No,1,,,,,,,,2,1,186,186,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,98431,126160,Son,,3,1/8/2020 12:00 AM,7/14/2020 12:00 AM,"Rental by client, other ongoing housing subsidy",Client Refused,Full DOB Reported,9,9,Multi-Racial,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,188,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,Client doesn't know,Household with Adults and Children,,,,,,,,,Nursery School to 4th Grade,Client doesn’t know,,,,,,,,,,True,500,Client may be seen by others,0,,,179,7/13/2020 12:00 AM,1/8/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,06/09/2020 - Current: CC Partnership--RRH--Rehousing (ESG),,05/18/2020 - Current: CC--CA-HFCA,01/08/2020 - 07/14/2020: FPS--ES--Open Doors,,,,Yes,1,,,,,,,,2,1,179,179,,,,,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,18719,126161,Son,,6,1/9/2020 12:00 AM,1/18/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,13,14,White,Non-Hispanic/Latino,Male,,Yes,,,,,,,,,,,,,,9,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,No,Household with Adults and Children,,,,,,,,,7th Grade or 8th Grade,Attending school regularly,,,,,,,,,,True,500,Client may be seen by others,0,,,1,1/10/2020 12:00 AM,1/10/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,2,0,1,,,05/07/2020 - 05/27/2020: CC--RRH--WA0353--RRH for HH with Children,,03/16/2020 - Current: CC--CA-HFCA,01/09/2020 - 01/18/2020: FPS--ES--Open Doors,02/08/2013 - 01/31/2014: SNAP--TH--General Housing (159),,,Yes,1,,,Developmental Disability,,,Mental Illness,,4,2,1,1,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,12044,126161,Son,,6,1/9/2020 12:00 AM,1/18/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,14,15,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,9,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,Yes,Household with Adults and Children,,,,,,,,,7th Grade or 8th Grade,Attending school regularly,,,,,,,,,,True,500,Client may be seen by others,0,,,1,1/10/2020 12:00 AM,1/10/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,05/07/2020 - 05/27/2020: CC--RRH--WA0353--RRH for HH with Children,,03/16/2020 - Current: CC--CA-HFCA,01/09/2020 - 05/13/2020: CC--ES--Warming Center,02/08/2013 - 01/31/2014: SNAP--TH--General Housing (159),,,Yes,1,,,,,,,,4,2,1,1,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,12041,126161,Spouse,,6,1/9/2020 12:00 AM,1/18/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,33,34,White,Non-Hispanic/Latino,Female,No,Yes,Place not meant for habitation,,,,"One month or more, but less than 90 days",10/15/2019 12:00 AM,95,Two times,10,,,,,9,,,No Move-In Date,,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,1,1/10/2020 12:00 AM,1/10/2020 12:00 AM,,,,1,1,9/1/2020 12:20 PM,1,0,1,,,05/07/2020 - 05/27/2020: CC--RRH--WA0353--RRH for HH with Children,,03/16/2020 - Current: CC--CA-HFCA,01/09/2020 - 05/13/2020: CC--ES--Warming Center,02/06/2013 - 01/31/2014: SNAP--TH--General Housing (159),,,No,1,,,,,,Mental Illness,,4,2,1,1,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,12045,126161,Son,,6,1/9/2020 12:00 AM,1/18/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,12,13,White,Non-Hispanic/Latino,Male,,No,,,,,,,,,,,,,,9,,,No Move-In Date,,,,,,,No Engagement Date,Yes,,No,Household with Adults and Children,,,,,,,,,5th Grade or 6th Grade,Attending school regularly,,,,,,,,,,True,500,Client may be seen by others,0,,,1,1/10/2020 12:00 AM,1/10/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,05/07/2020 - 05/27/2020: CC--RRH--WA0353--RRH for HH with Children,,03/16/2020 - Current: CC--CA-HFCA,01/09/2020 - 05/13/2020: CC--ES--Warming Center,02/08/2013 - 01/31/2014: SNAP--TH--General Housing (159),,,Yes,1,,,,,,,,4,2,1,1,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,35196,126161,Daughter,,6,1/9/2020 12:00 AM,1/18/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Client Refused,Full DOB Reported,8,9,White,Non-Hispanic/Latino,Female,,No,,,,,,,,,,,,,,9,,,No Move-In Date,,Yes,,,,,No Engagement Date,Yes,,No,Household with Adults and Children,,,,,,,,,Nursery School to 4th Grade,Attending school regularly,,,,,,,,,,True,500,Client may be seen by others,0,,,1,1/10/2020 12:00 AM,1/10/2020 12:00 AM,,,,0,0,9/1/2020 12:20 PM,0,0,1,,,05/07/2020 - 05/27/2020: CC--RRH--WA0353--RRH for HH with Children,,03/16/2020 - Current: CC--CA-HFCA,01/09/2020 - 01/18/2020: FPS--ES--Open Doors,02/08/2013 - 01/31/2014: SNAP--TH--General Housing (159),,,Yes,1,,,,,,,,4,2,1,1,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,75873,126161,Self,Spokane City & County CoC,6,1/9/2020 12:00 AM,1/18/2020 12:00 AM,"Emergency shelter, including hotel or motel paid for with emergency shelter voucher, or RHY-funded Host Home shelter",Full SSN,Full DOB Reported,43,43,White,Non-Hispanic/Latino,Male,No,No,Place not meant for habitation,,,,"One month or more, but less than 90 days",10/15/2019 12:00 AM,95,Two times,10,Full address reported,WA,99032,,9,,,No Move-In Date,Category 1 - Homeless,No,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,False,500,Client may be seen by others,0,,,1,1/10/2020 12:00 AM,1/10/2020 12:00 AM,,,,1,1,9/1/2020 12:20 PM,0,0,1,,,05/07/2020 - 05/27/2020: CC--RRH--WA0353--RRH for HH with Children,,03/16/2020 - Current: CC--CA-HFCA,01/09/2020 - 05/13/2020: CC--ES--Warming Center,,,,No,1,,,,,,,,4,2,1,1,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,50600,126162,Self,Spokane City & County CoC,3,1/9/2020 12:00 AM,2/24/2020 12:00 AM,"Place not meant for habitation (e.g., a vehicle, an abandoned building, bus/train/subway station/airport or anywhere outside)",Full SSN,Full DOB Reported,37,37,White,Non-Hispanic/Latino,Female,No,Yes,Hotel or motel paid for without emergency shelter voucher,,,,"One week or more, but less than one month",12/20/2019 12:00 AM,66,Four or more times,More than 12 months,Incomplete or estimated address reported,WA,99212,,46,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,2,2/19/2020 12:00 AM,2/18/2020 12:00 AM,35,2/23/2020 12:00 AM,1/9/2020 12:00 AM,569,,596,1,1,9/1/2020 12:20 PM,3,1,1,,,05/09/2019 - 06/19/2019: CC Partnership--RRH--Rehousing (CHG),,01/16/2020 - 04/30/2020: CC--CA-HFCA,01/09/2020 - 02/24/2020: FPS--ES--Open Doors,07/24/2017 - 10/02/2017: Transitions--TH--TLC,,,No,1,,Chronic Health,Developmental Disability,,,Mental Illness,,1,2,35,35,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,1,1
Family Promise of Spokane,FPS--ES--Open Doors,Emergency shelter,Night-by-Night (nbn),NAA,93419,126162,Significant Other (Non-Married),,3,1/9/2020 12:00 AM,2/24/2020 12:00 AM,"Place not meant for habitation (e.g., a vehicle, an abandoned building, bus/train/subway station/airport or anywhere outside)",Full SSN,Full DOB Reported,43,44,White,Non-Hispanic/Latino,Male,No,Yes,Hotel or motel paid for without emergency shelter voucher,,,,"One week or more, but less than one month",12/20/2019 12:00 AM,66,Four or more times,More than 12 months,,,,,46,,,No Move-In Date,Category 1 - Homeless,Yes,No,,,,No Engagement Date,,,,Household with Adults and Children,,,,,,,,,,,,,,,,,,,,True,500,Client may be seen by others,0,,,34,2/23/2020 12:00 AM,1/9/2020 12:00 AM,,,,1,1,9/1/2020 12:20 PM,2,1,1,,,05/09/2019 - 06/19/2019: CC Partnership--RRH--Rehousing (CHG),,01/16/2020 - 04/30/2020: CC--CA-HFCA,01/09/2020 - 02/24/2020: FPS--ES--Open Doors,,,,No,1,,,Developmental Disability,,,Mental Illness,,1,2,34,34,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
